name
Aaleahya
Aanjay
Aarthi
Aarushi
Aashka
Abhaya
Abhimanyu
Abhirati
Abjaja
Acharya
Achir
Adharma
Adi
Aditi
Adya
Aeshan
Agastya
Agneya
Agnimukha
Ahalya
Ahisma
Ahriman
Airavata
Aja
Ajay
Akansha
Akshamala
Akshobhya
Aleshanee
Amaravati
Amba
Ambrosia
Ameretat
Amisha
Amitabha
Amma
Amrita
Anahita
Ananda
Anasuya
Anga
Angirasa
Annapurna
Annika
Anumati
Apala
Apsaras
Arundhati
Arya
Behula
Bha
Bhadraa
Bhagiratha
Bhairavi
Bhikkhuni
Bhimadevi
Bhu
Chamunda
Chanda
Channa
Charumati
Chelan
Chhaya
Dae
Daeva
Dakini
Dakshina
Damayanti
Danu
Deva
Devaki
Devamatar
Devansha
Devayani
Dharani
Diti
Drisana
Gandhari
Garudi
Gauri
Gayatri
Govind
Haimati
Hariti
Indrani
Indumati
Ishani
Izabelle
Jaganmata
Jalita
Janna
Jarita
Jayanti
Jivanta
Jyotis
Kadru
Kailasa
Kalindi
Kamala
Karma
Karuna
Kathyayini
Kawindra
Kerani
Khasa
Kirati
Krodha
Kumari
Kumudavati
Kunti
Lajila
Lakshmi
Lakya
Lalima
Leya
Luxman
Madri
Mahadevi
Mahamari
Mahek
Maheshvari
Mahila
Manisha
Marisha
Matrika
Mehadi
Milaan
Mira
Mishay
Mrinalini
Naiyah
Neela
Nidra
Niharika
Nipa
Nirveli
Odra
Padma
Pandara
Pishachi
Pithasthana
Pramlocha
Pranav
Pranay
Priyana
Priyanka
Radite
Rana
Rashmika
Rati
Ratna
Ravati
Riddhi
Ridhi
Rudrani
Ruma
Sakari
Sakra
Sakujna
Samvarta
Sandhya
Sanjna
Sanya
Sara
Sarama
Sati
Saumya
Saura
Savarna
Savitari
Seentahna
Sevti
Shahana
Shaibya
Shakini
Shanta
Shapa
Sharada
Sharama
Shashi
Shasti
Shini
Shitala
Shraddha
Shri
Shriya
Shyam
Sita
Sitara
Sky
Suhani
Sukriti
Sur
Tamanna
Tapati
Tara
Taraka
Trisna
Tulsi
Uma
Upala
Usha
Ushas
Vach
Varaza
Varunani
Vasudev
Vema
Vina
Vinata
Vineeta
Vivika
Wisnu
Yamuna
Yarima
Yasiman
Zudora
